language,code,efficiency_score
Python,"print([i for i in range(10)])
",70
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },77
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",64
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },84
Python,"from math import sqrt
print(sqrt(16))",72
JavaScript,"console.log('Hello World');
",71
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),80
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",83
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",74
Python,"from  math  import  sqrt
print(sqrt(16))",77
JavaScript,console.log('Hello World');,75
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",86
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World"");
 } }",68
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",96
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",66
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },57
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },81
Python,for i in range(10): print(i),61
Python,"import numpy as np
a=np.arange(10)
print(a)",83
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Hello  World"");  }  }",71
Python,for i in range(10): print(i),69
JavaScript,"console.log(Math.sqrt(16));
",96
Python,"def  fact(n):  res=1
for  i  in  range(2,n+1):  res*=i
return  res",59
Python,for i in range(10): print(i),76
JavaScript,"let i=0;

while(i<10){console.log(i);
i++;
}",76
Python,"i=0
while i<10:
  print(i)
  i+=1",85
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",75
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",86
Python,print('Hello World'),71
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",88
JavaScript,console.log('Hello World');,70
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",63
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res
",74
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",64
JavaScript,for(let i=0;i<10;i++){console.log(i);},52
Python,"print([i for i in range(10)])
",77
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",70
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",76
Python,print('Hello World'),73
Python,for i in range(10): print(i),75
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },63
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},48
Python,"from math import sqrt
print(sqrt(16))",64
Java,"public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } }
",70
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",73
Python,"i=0
while i<10:
  print(i)
  i+=1",65
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",85
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  arr  =  new  int[10000];  for(int  i=0;i<10000;i++){arr[i]=i;}  }  },54
JavaScript,"console.log(Math.sqrt(16));
",85
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",77
Python,x  =  [i**2  for  i  in  range(10000)],60
Python,print('Hello World'),67
JavaScript,"console.log('Hello World');
",69
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",73
JavaScript,"console.log('Hello World');
",78
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",79
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",65
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } }
",75
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },65
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",72
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},80
JavaScript,for(let  i=0;i<10;i++){console.log(i);},48
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  nums  =  new  int[5000];  for(int  i=0;i<5000;i++){nums[i]=i;}  }  },51
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",73
Python,for i in range(10): print(i),52
Python,x  =  [i**2  for  i  in  range(10000)],59
Python,x = [i**2 for i in range(10000)],81
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },72
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },84
Python,for i in range(10): print(i),55
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",78
JavaScript,"for(let i=0;i<10;i++){console.log(i);}
",65
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  arr  =  new  int[10000];  for(int  i=0;i<10000;i++){arr[i]=i;}  }  },84
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },80
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } }
",92
JavaScript,for(let i=0;i<10;i++){console.log(i);},64
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",61
JavaScript,console.log([...Array(10).keys()]);,70
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),76
JavaScript,"console.log('Hello World');
",73
Python,"i=0
while i<10:
  print(i)
  i+=1",83
JavaScript,console.log([...Array(10).keys()]);,83
JavaScript,console.log(Math.sqrt(16));,100
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },75
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },82
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },70
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",58
JavaScript,console.log([...Array(10).keys()]);,56
Python,x  =  [i**2  for  i  in  range(10000)],70
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",88
Python,"import numpy as np
a=np.arange(10)
print(a)",86
JavaScript,console.log([...Array(10).keys()]);,47
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",83
Python,"i=0
while i<10:
  print(i)
  i+=1",62
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",86
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",70
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",69
Python,print('Hello World'),65
Python,"from  math  import  sqrt
print(sqrt(16))",79
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },63
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",74
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",85
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return  res",83
Python,"a=[]
for  i  in  range(10000):  a.append(i)",78
Python,"print([i for i in range(10)])
",67
Python,print('Hello World'),73
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },68
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World"");
 } }",64
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",69
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },74
Python,"def  fact(n):  res=1
for  i  in  range(2,n+1):  res*=i
return  res",53
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",91
JavaScript,"console.log('Hello World');
",76
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",55
Java,"public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } }
",60
Python,def  factorial(n):  return  1  if  n==0  else  n*factorial(n-1),76
Python,"from  math  import  sqrt
print(sqrt(16))",70
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World"");
 } }",63
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",87
JavaScript,console.log('Hello World');,60
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",58
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}
",73
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",90
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },80
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",74
JavaScript,"console.log('Hello World');
",68
Python,"i=0
while i<10:
  print(i)
  i+=1
",72
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } }
",93
JavaScript,console.log([...Array(10).keys()]);,57
JavaScript,console.log([...Array(10).keys()]);,53
Python,"import numpy as np
a=np.arange(10)
print(a)",90
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",85
Python,print('Hello  World'),76
Python,print('Hello  World'),65
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",48
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",57
JavaScript,"console.log([...Array(10).keys()]);
",82
Python,def factorial(n): return  1 if n==0 else n*factorial(n-1),77
Python,for  i  in  range(10):  print(i),73
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",88
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",72
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  nums  =  new  int[5000];  for(int  i=0;i<5000;i++){nums[i]=i;}  }  },65
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",72
JavaScript,console.log([...Array(10).keys()]);,54
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",57
JavaScript,"console.log(Math.sqrt(16));
",97
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",80
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",74
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",65
Python,for i in range(10): print(i),54
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },76
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",51
JavaScript,console.log('Hello  World');,74
Python,for i in range(10): print(i),57
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },76
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } }
",47
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",81
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },83
Python,"i=0
while i<10:
  print(i)
  i+=1",88
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",86
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",54
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },77
Python,"print([i for i in range(10)])
",79
JavaScript,"console.log('Hello World');
",77
JavaScript,"console.log('Hello World');
",70
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",79
Python,"def factorial(n): return 1 if n==0 else n*factorial(n-1)
",87
Java,"public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } }
",61
Python,print([i  for  i  in  range(10)]),68
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},49
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",75
JavaScript,console.log([...Array(10).keys()]);,77
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",74
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",66
JavaScript,"console.log([...Array(10).keys()]);
",81
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",58
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Inefficient  code"");  }  }",64
